Date,OFR FSI,Credit,Equity valuation,Safe assets,Funding,Volatility,United States,Other advanced economies,Emerging markets
24/04/2007,-4.453,-1.502,-0.254,0.1,-0.692,-2.105,-1.573,-2.195,-0.685
25/04/2007,-4.517,-1.527,-0.266,0.094,-0.71,-2.108,-1.609,-2.218,-0.69
26/04/2007,-4.588,-1.541,-0.286,0.064,-0.672,-2.153,-1.618,-2.272,-0.698
27/04/2007,-4.583,-1.522,-0.27,0.076,-0.691,-2.176,-1.622,-2.27,-0.691
30/04/2007,-4.442,-1.456,-0.251,0.075,-0.703,-2.107,-1.52,-2.264,-0.658
01/05/2007,-4.413,-1.447,-0.244,0.052,-0.696,-2.078,-1.544,-2.204,-0.665
02/05/2007,-4.537,-1.469,-0.282,0.047,-0.686,-2.147,-1.599,-2.272,-0.666
03/05/2007,-4.56,-1.485,-0.3,0.039,-0.668,-2.146,-1.598,-2.284,-0.678
04/05/2007,-4.66,-1.468,-0.323,0.058,-0.699,-2.228,-1.657,-2.335,-0.668
07/05/2007,-4.772,-1.47,-0.355,0.061,-0.743,-2.265,-1.648,-2.456,-0.668
08/05/2007,-4.569,-1.452,-0.329,0.042,-0.639,-2.191,-1.63,-2.275,-0.664
09/05/2007,-4.669,-1.486,-0.35,0.036,-0.64,-2.229,-1.725,-2.261,-0.683
10/05/2007,-4.476,-1.457,-0.294,0.025,-0.558,-2.192,-1.606,-2.199,-0.671
11/05/2007,-4.553,-1.474,-0.309,0.027,-0.613,-2.184,-1.709,-2.167,-0.677
14/05/2007,-4.508,-1.495,-0.312,0.025,-0.579,-2.147,-1.65,-2.177,-0.681
15/05/2007,-4.469,-1.504,-0.296,0.038,-0.586,-2.121,-1.643,-2.149,-0.677
16/05/2007,-4.519,-1.506,-0.317,0.005,-0.548,-2.153,-1.656,-2.172,-0.691
17/05/2007,-4.538,-1.523,-0.314,-0.014,-0.561,-2.126,-1.656,-2.183,-0.699
18/05/2007,-4.667,-1.55,-0.34,-0.01,-0.61,-2.157,-1.716,-2.239,-0.712
21/05/2007,-4.635,-1.532,-0.357,-0.022,-0.58,-2.144,-1.685,-2.248,-0.702
22/05/2007,-4.741,-1.564,-0.365,-0.026,-0.576,-2.21,-1.699,-2.319,-0.723
23/05/2007,-4.754,-1.577,-0.377,-0.021,-0.562,-2.217,-1.703,-2.325,-0.726
24/05/2007,-4.659,-1.559,-0.33,-0.023,-0.577,-2.17,-1.67,-2.272,-0.717
25/05/2007,-4.668,-1.569,-0.318,-0.027,-0.539,-2.215,-1.674,-2.271,-0.723
29/05/2007,-4.677,-1.569,-0.338,-0.022,-0.545,-2.203,-1.712,-2.25,-0.715
30/05/2007,-4.662,-1.571,-0.34,-0.026,-0.544,-2.181,-1.731,-2.222,-0.709
31/05/2007,-4.702,-1.54,-0.384,-0.023,-0.534,-2.221,-1.689,-2.299,-0.714
01/06/2007,-4.801,-1.572,-0.423,-0.036,-0.527,-2.243,-1.729,-2.329,-0.743
04/06/2007,-4.717,-1.55,-0.421,-0.015,-0.536,-2.195,-1.71,-2.281,-0.726
05/06/2007,-4.71,-1.567,-0.398,-0.001,-0.529,-2.215,-1.691,-2.28,-0.739
06/06/2007,-4.469,-1.543,-0.334,0.007,-0.493,-2.106,-1.594,-2.149,-0.726
07/06/2007,-4.223,-1.559,-0.262,-0.026,-0.493,-1.883,-1.393,-2.086,-0.744
08/06/2007,-4.155,-1.512,-0.252,-0.067,-0.517,-1.807,-1.424,-2.02,-0.711
11/06/2007,-4.324,-1.509,-0.278,-0.074,-0.571,-1.892,-1.475,-2.134,-0.715
12/06/2007,-4.233,-1.542,-0.232,-0.094,-0.605,-1.76,-1.295,-2.196,-0.742
13/06/2007,-4.25,-1.498,-0.272,-0.108,-0.599,-1.773,-1.422,-2.124,-0.704
14/06/2007,-4.525,-1.521,-0.332,-0.116,-0.614,-1.942,-1.489,-2.325,-0.711
15/06/2007,-4.689,-1.516,-0.388,-0.106,-0.649,-2.03,-1.515,-2.448,-0.726
18/06/2007,-4.691,-1.526,-0.398,-0.106,-0.597,-2.064,-1.524,-2.43,-0.737
19/06/2007,-4.672,-1.502,-0.393,-0.093,-0.549,-2.135,-1.543,-2.407,-0.722
20/06/2007,-4.476,-1.512,-0.368,-0.094,-0.516,-1.986,-1.413,-2.329,-0.734
21/06/2007,-4.433,-1.499,-0.363,-0.111,-0.552,-1.908,-1.388,-2.307,-0.738
22/06/2007,-4.181,-1.472,-0.315,-0.08,-0.487,-1.827,-1.234,-2.223,-0.724
25/06/2007,-3.941,-1.414,-0.29,-0.075,-0.492,-1.67,-1.12,-2.124,-0.697
26/06/2007,-3.871,-1.408,-0.263,-0.072,-0.532,-1.596,-1.089,-2.085,-0.697
27/06/2007,-3.84,-1.358,-0.25,-0.068,-0.511,-1.653,-1.174,-1.989,-0.677
28/06/2007,-4.031,-1.383,-0.28,-0.076,-0.551,-1.741,-1.246,-2.08,-0.705
29/06/2007,-3.981,-1.309,-0.314,-0.047,-0.503,-1.808,-1.177,-2.143,-0.661
02/07/2007,-3.725,-1.224,-0.181,-0.004,-0.495,-1.821,-1.119,-1.975,-0.631
03/07/2007,-3.905,-1.247,-0.209,-0.021,-0.542,-1.886,-1.198,-2.075,-0.632
05/07/2007,-3.884,-1.286,-0.209,-0.04,-0.514,-1.835,-1.222,-2.003,-0.659
06/07/2007,-3.964,-1.321,-0.222,-0.045,-0.458,-1.918,-1.234,-2.039,-0.691
09/07/2007,-3.917,-1.303,-0.242,-0.04,-0.426,-1.906,-1.189,-2.045,-0.683
10/07/2007,-3.525,-1.198,-0.179,0.026,-0.4,-1.774,-0.959,-1.92,-0.646
11/07/2007,-3.57,-1.197,-0.164,0.006,-0.518,-1.697,-1.05,-1.862,-0.658
12/07/2007,-3.632,-1.197,-0.233,0.014,-0.482,-1.734,-1.143,-1.818,-0.671
13/07/2007,-3.704,-1.194,-0.275,0.023,-0.409,-1.849,-1.163,-1.889,-0.652
16/07/2007,-3.669,-1.169,-0.271,0.024,-0.438,-1.815,-1.136,-1.883,-0.65
17/07/2007,-3.651,-1.181,-0.255,0.018,-0.443,-1.79,-1.144,-1.852,-0.655
18/07/2007,-3.404,-1.095,-0.197,0.034,-0.455,-1.691,-1.1,-1.695,-0.609
19/07/2007,-3.537,-1.091,-0.24,0.03,-0.446,-1.79,-1.138,-1.784,-0.615
20/07/2007,-3.209,-0.979,-0.192,0.054,-0.34,-1.752,-0.904,-1.719,-0.586
23/07/2007,-3.203,-0.962,-0.202,0.044,-0.406,-1.677,-0.955,-1.65,-0.598
24/07/2007,-2.883,-0.865,-0.12,0.066,-0.421,-1.543,-0.8,-1.542,-0.541
25/07/2007,-2.772,-0.803,-0.094,0.032,-0.432,-1.475,-0.802,-1.468,-0.502
26/07/2007,-1.546,-0.505,0.052,0.078,-0.095,-1.076,-0.101,-1.063,-0.382
27/07/2007,-1.065,-0.369,0.156,0.062,-0.134,-0.78,0.131,-0.846,-0.35
30/07/2007,-1.385,-0.313,0.132,0.068,-0.332,-0.94,-0.203,-0.821,-0.361
31/07/2007,-1.261,-0.327,0.121,0.079,-0.163,-0.971,-0.001,-0.899,-0.361
01/08/2007,-0.965,-0.282,0.188,0.065,-0.28,-0.656,0.01,-0.644,-0.331
02/08/2007,-1.347,-0.348,0.149,0.064,-0.259,-0.953,-0.119,-0.877,-0.351
03/08/2007,-0.786,-0.294,0.244,0.122,-0.014,-0.844,0.531,-0.979,-0.338
06/08/2007,-0.831,-0.269,0.219,0.105,-0.138,-0.748,0.168,-0.671,-0.328
07/08/2007,-1.242,-0.311,0.176,0.089,-0.314,-0.882,-0.13,-0.775,-0.337
08/08/2007,-1.52,-0.463,0.08,0.075,-0.161,-1.051,-0.143,-0.966,-0.411
09/08/2007,0.563,-0.381,0.183,0.088,1.339,-0.666,1.794,-0.856,-0.375
10/08/2007,1.459,-0.295,0.305,0.085,1.508,-0.144,2.305,-0.511,-0.335
13/08/2007,1.051,-0.291,0.248,0.067,1.386,-0.359,2.024,-0.625,-0.348
14/08/2007,1.53,-0.219,0.321,0.059,1.638,-0.269,2.214,-0.371,-0.313
15/08/2007,2.215,-0.112,0.408,0.049,1.695,0.175,2.538,-0.043,-0.28
16/08/2007,3.521,0.195,0.536,0.09,1.661,1.039,2.784,0.892,-0.155
17/08/2007,3.441,0.134,0.524,0.105,1.667,1.011,2.525,1.102,-0.186
20/08/2007,2.838,0.18,0.443,0.105,1.599,0.511,2.484,0.543,-0.189
21/08/2007,2.622,0.241,0.425,0.112,1.551,0.293,2.418,0.373,-0.169
22/08/2007,1.836,0.155,0.348,0.1,1.319,-0.086,2.041,0.002,-0.207
23/08/2007,1.688,0.126,0.295,0.089,1.464,-0.286,1.893,0.019,-0.224
24/08/2007,1.377,0.097,0.263,0.111,1.288,-0.382,1.578,0.041,-0.242
27/08/2007,1.336,0.101,0.266,0.114,1.175,-0.32,1.509,0.079,-0.252
28/08/2007,2.012,0.154,0.372,0.14,1.453,-0.107,1.977,0.259,-0.224
29/08/2007,2.209,0.167,0.334,0.116,1.595,-0.003,1.944,0.488,-0.223
30/08/2007,2.422,0.223,0.299,0.109,1.888,-0.097,2.253,0.387,-0.218
31/08/2007,2.306,0.193,0.185,0.104,2.059,-0.235,2.164,0.397,-0.255
04/09/2007,2.273,0.186,0.15,0.087,2.079,-0.229,2.162,0.38,-0.269
05/09/2007,2.757,0.27,0.249,0.127,2.127,-0.016,2.243,0.767,-0.253
06/09/2007,2.447,0.262,0.217,0.136,2.035,-0.203,2.141,0.575,-0.269
07/09/2007,2.708,0.37,0.326,0.207,1.85,-0.045,2.218,0.732,-0.242
10/09/2007,3.144,0.465,0.394,0.214,1.798,0.273,2.36,0.972,-0.188
11/09/2007,2.75,0.435,0.306,0.204,1.71,0.095,2.194,0.767,-0.211
12/09/2007,2.735,0.414,0.308,0.213,1.694,0.106,2.097,0.868,-0.23
13/09/2007,2.157,0.373,0.26,0.191,1.47,-0.137,1.91,0.505,-0.258
14/09/2007,1.771,0.382,0.248,0.178,1.248,-0.285,1.694,0.338,-0.261
17/09/2007,1.896,0.374,0.298,0.187,1.227,-0.19,1.677,0.501,-0.282
18/09/2007,1.823,0.339,0.224,0.194,1.434,-0.368,1.488,0.649,-0.314
19/09/2007,0.555,0.201,0.072,0.179,0.853,-0.75,0.824,0.108,-0.377
20/09/2007,0.755,0.103,0.098,0.227,1.079,-0.752,1.016,0.179,-0.44
21/09/2007,0.517,0.088,0.085,0.218,1.006,-0.88,0.87,0.064,-0.417
24/09/2007,0.508,0.071,0.094,0.224,1.016,-0.897,0.889,0.044,-0.425
25/09/2007,0.813,0.081,0.11,0.243,1.285,-0.906,1.075,0.149,-0.411
26/09/2007,0.644,0.032,0.072,0.216,1.333,-1.009,1.01,0.049,-0.415
27/09/2007,0.777,0.083,-0.004,0.216,1.543,-1.061,1.095,0.074,-0.392
28/09/2007,0.939,0.087,0.009,0.26,1.534,-0.951,1.143,0.187,-0.391
01/10/2007,0.964,0.129,0.007,0.236,1.537,-0.945,1.141,0.179,-0.356
02/10/2007,0.888,0.14,-0.024,0.209,1.528,-0.965,1.129,0.116,-0.357
03/10/2007,0.738,0.125,-0.027,0.175,1.435,-0.97,1.056,0.034,-0.352
04/10/2007,0.639,0.137,-0.021,0.199,1.299,-0.975,0.977,-0.017,-0.321
05/10/2007,0.325,0.047,-0.067,0.179,1.254,-1.088,0.784,-0.102,-0.357
08/10/2007,0.303,0.029,-0.052,0.145,1.26,-1.079,0.804,-0.151,-0.35
09/10/2007,0.043,-0.05,-0.099,0.158,1.253,-1.219,0.693,-0.253,-0.397
10/10/2007,-0.101,-0.115,-0.097,0.159,1.245,-1.293,0.633,-0.319,-0.415
11/10/2007,-0.208,-0.188,-0.134,0.167,1.195,-1.248,0.636,-0.407,-0.437
12/10/2007,-0.544,-0.238,-0.128,0.15,1.034,-1.362,0.442,-0.54,-0.446
15/10/2007,-0.401,-0.252,-0.089,0.166,0.991,-1.217,0.489,-0.444,-0.446
16/10/2007,-0.038,-0.217,-0.027,0.167,1.04,-1.001,0.638,-0.248,-0.428
17/10/2007,0.177,-0.105,-0.028,0.18,1.131,-1.001,0.751,-0.2,-0.374
18/10/2007,0.307,-0.042,-0.021,0.235,1.161,-1.026,0.837,-0.162,-0.368
19/10/2007,0.786,0.074,0.097,0.267,1.125,-0.777,1.142,-0.038,-0.318
22/10/2007,0.861,0.101,0.168,0.224,0.901,-0.533,0.928,0.24,-0.307
23/10/2007,0.645,0.069,0.11,0.24,0.886,-0.66,0.822,0.145,-0.322
24/10/2007,0.897,0.147,0.14,0.255,0.938,-0.583,0.96,0.231,-0.294
25/10/2007,0.742,0.118,0.12,0.272,0.86,-0.628,0.9,0.14,-0.298
26/10/2007,0.476,0.094,0.037,0.283,0.839,-0.777,0.77,0.03,-0.324
29/10/2007,0.347,0.093,-0.021,0.282,0.782,-0.789,0.693,-0.005,-0.341
30/10/2007,0.602,0.116,0.015,0.291,0.877,-0.697,0.758,0.168,-0.324
31/10/2007,0.415,0.121,-0.046,0.283,0.876,-0.819,0.591,0.149,-0.325
01/11/2007,1.018,0.252,0.053,0.294,1.099,-0.68,1.077,0.199,-0.258
02/11/2007,1.529,0.373,0.112,0.313,1.163,-0.432,1.207,0.524,-0.202
05/11/2007,1.936,0.433,0.176,0.315,1.246,-0.234,1.367,0.762,-0.193
06/11/2007,1.714,0.429,0.133,0.343,1.233,-0.424,1.234,0.68,-0.2
07/11/2007,2.506,0.523,0.244,0.413,1.339,-0.013,1.74,0.922,-0.156
08/11/2007,2.9,0.649,0.299,0.427,1.401,0.124,1.882,1.112,-0.094
09/11/2007,3.341,0.725,0.397,0.47,1.393,0.356,2.062,1.359,-0.08
12/11/2007,3.672,0.727,0.483,0.448,1.39,0.624,2.216,1.525,-0.069
13/11/2007,2.942,0.761,0.408,0.43,1.217,0.126,1.66,1.322,-0.04
14/11/2007,2.828,0.715,0.359,0.436,1.339,-0.021,1.763,1.168,-0.103
15/11/2007,3.36,0.805,0.439,0.445,1.542,0.129,2.129,1.322,-0.091
16/11/2007,3.561,0.949,0.478,0.448,1.613,0.073,2.135,1.447,-0.021
19/11/2007,4.172,1.125,0.59,0.478,1.803,0.176,2.441,1.686,0.045
20/11/2007,4.072,1.188,0.527,0.514,1.746,0.097,2.436,1.559,0.077
21/11/2007,4.983,1.382,0.686,0.553,1.971,0.391,2.81,2.022,0.151
23/11/2007,4.78,1.415,0.578,0.564,1.965,0.258,2.661,1.954,0.165
26/11/2007,5.215,1.546,0.615,0.603,2.096,0.355,2.976,1.989,0.25
27/11/2007,5.111,1.505,0.578,0.544,2.043,0.441,2.859,2.041,0.211
28/11/2007,4.728,1.403,0.442,0.504,2.116,0.263,2.677,1.904,0.147
29/11/2007,4.934,1.486,0.378,0.481,2.403,0.186,2.898,1.883,0.153
30/11/2007,4.383,1.377,0.302,0.41,2.303,-0.009,2.721,1.591,0.071
03/12/2007,4.772,1.499,0.331,0.447,2.508,-0.013,3.005,1.634,0.133
04/12/2007,5.06,1.536,0.394,0.486,2.503,0.141,3.072,1.854,0.134
05/12/2007,4.658,1.54,0.289,0.424,2.488,-0.083,2.92,1.619,0.119
06/12/2007,4.341,1.476,0.211,0.411,2.444,-0.201,2.771,1.492,0.078
07/12/2007,4.256,1.404,0.185,0.396,2.477,-0.206,2.763,1.44,0.053
10/12/2007,3.979,1.368,0.154,0.399,2.302,-0.244,2.604,1.351,0.024
11/12/2007,4.483,1.462,0.214,0.412,2.513,-0.118,2.988,1.407,0.088
12/12/2007,4.213,1.42,0.203,0.379,2.435,-0.224,2.765,1.35,0.098
13/12/2007,4.312,1.368,0.312,0.34,2.349,-0.057,2.62,1.652,0.04
14/12/2007,4.38,1.336,0.343,0.276,2.559,-0.134,2.735,1.619,0.026
17/12/2007,4.708,1.36,0.456,0.295,2.493,0.104,2.824,1.832,0.052
18/12/2007,4.64,1.375,0.443,0.288,2.581,-0.047,2.775,1.782,0.083
19/12/2007,4.585,1.437,0.477,0.281,2.443,-0.053,2.743,1.732,0.11
20/12/2007,4.498,1.466,0.459,0.27,2.428,-0.125,2.722,1.649,0.127
21/12/2007,4.058,1.38,0.347,0.263,2.463,-0.395,2.511,1.477,0.07
24/12/2007,3.532,1.337,0.315,0.255,2.041,-0.416,2.229,1.277,0.026
26/12/2007,3.45,1.309,0.264,0.273,2.014,-0.41,2.199,1.239,0.012
27/12/2007,3.866,1.286,0.305,0.323,2.295,-0.343,2.479,1.387,0
28/12/2007,3.88,1.351,0.332,0.397,2.049,-0.249,2.378,1.458,0.044
31/12/2007,4.15,1.459,0.456,0.375,1.999,-0.139,2.496,1.564,0.09
02/01/2008,4.799,1.579,0.539,0.474,2.191,0.016,2.767,1.857,0.175
03/01/2008,4.784,1.63,0.544,0.505,2.093,0.012,2.731,1.854,0.199
04/01/2008,5.083,1.688,0.738,0.523,1.904,0.23,2.792,2.083,0.208
07/01/2008,5.009,1.714,0.758,0.487,1.691,0.359,2.595,2.197,0.217
08/01/2008,4.771,1.73,0.783,0.514,1.522,0.222,2.585,1.968,0.218
09/01/2008,4.807,1.903,0.763,0.479,1.432,0.23,2.518,2.013,0.276
10/01/2008,4.832,1.857,0.791,0.532,1.467,0.185,2.429,2.155,0.248
11/01/2008,4.857,1.897,0.875,0.55,1.316,0.219,2.405,2.17,0.282
14/01/2008,4.757,1.92,0.835,0.593,1.176,0.233,2.175,2.288,0.294
15/01/2008,5.307,1.978,0.986,0.613,1.271,0.459,2.341,2.629,0.337
16/01/2008,5.557,2.011,1.098,0.556,1.227,0.665,2.363,2.83,0.364
17/01/2008,5.843,2.101,1.147,0.582,1.339,0.674,2.765,2.663,0.415
18/01/2008,5.884,2.142,1.174,0.58,1.296,0.692,2.772,2.689,0.423
22/01/2008,7.844,2.453,1.501,0.614,1.571,1.705,3.432,3.827,0.585
23/01/2008,7.516,2.561,1.47,0.606,1.108,1.771,3.003,3.913,0.6
24/01/2008,6.752,2.32,1.266,0.622,0.98,1.564,2.771,3.492,0.489
25/01/2008,6.908,2.35,1.213,0.615,1.344,1.386,3.108,3.31,0.49
28/01/2008,7.239,2.314,1.273,0.645,1.348,1.659,2.968,3.798,0.473
29/01/2008,6.631,2.234,1.149,0.618,1.271,1.359,2.776,3.415,0.44
30/01/2008,6.839,2.186,1.193,0.671,1.484,1.305,2.886,3.549,0.404
31/01/2008,6.736,2.306,1.11,0.674,1.461,1.185,2.851,3.444,0.441
01/02/2008,6.353,2.315,1.028,0.633,1.47,0.907,2.702,3.219,0.432
04/02/2008,6.303,2.279,0.979,0.625,1.542,0.878,2.844,3.065,0.394
05/02/2008,7.016,2.396,1.154,0.58,1.726,1.16,3.205,3.376,0.435
06/02/2008,7.412,2.412,1.254,0.591,1.72,1.435,3.255,3.703,0.454
07/02/2008,7.088,2.409,1.261,0.534,1.528,1.356,3.045,3.641,0.402
08/02/2008,7.379,2.471,1.281,0.569,1.616,1.442,3.191,3.732,0.456
11/02/2008,7.441,2.523,1.285,0.575,1.591,1.467,3.193,3.799,0.449
12/02/2008,7.149,2.537,1.174,0.556,1.573,1.309,3.105,3.608,0.436
13/02/2008,7.031,2.571,1.12,0.515,1.656,1.169,3.061,3.53,0.44
14/02/2008,6.886,2.515,1.063,0.543,1.747,1.018,3.216,3.222,0.448
15/02/2008,6.975,2.598,1.104,0.557,1.777,0.939,3.199,3.311,0.465
19/02/2008,6.865,2.587,1.022,0.559,1.785,0.912,3.254,3.126,0.485
20/02/2008,7.051,2.535,1.09,0.547,1.742,1.137,3.168,3.475,0.408
21/02/2008,7.196,2.587,1.047,0.607,1.842,1.113,3.384,3.34,0.472
22/02/2008,7.249,2.566,1.067,0.619,1.858,1.139,3.333,3.48,0.436
25/02/2008,6.874,2.507,0.926,0.578,1.856,1.007,3.201,3.283,0.39
26/02/2008,6.717,2.48,0.88,0.649,1.909,0.799,3.152,3.162,0.403
27/02/2008,6.822,2.504,0.848,0.713,1.941,0.816,3.223,3.202,0.397
28/02/2008,7.426,2.677,0.924,0.802,2.178,0.845,3.529,3.404,0.493
29/02/2008,8.346,2.876,1.08,0.879,2.258,1.253,3.981,3.815,0.55
03/03/2008,8.77,2.931,1.194,0.885,2.235,1.525,3.997,4.219,0.554
04/03/2008,8.863,2.952,1.232,0.879,2.325,1.475,4.095,4.243,0.525
05/03/2008,8.785,2.914,1.171,0.888,2.375,1.437,4.169,4.105,0.511
06/03/2008,9.52,3.057,1.22,0.963,2.62,1.66,4.701,4.268,0.551
07/03/2008,9.769,3.217,1.333,0.958,2.382,1.879,4.568,4.578,0.623
10/03/2008,10.481,3.395,1.443,1.002,2.505,2.136,4.788,5.002,0.691
11/03/2008,9.568,3.279,1.283,0.91,2.343,1.753,4.203,4.772,0.593
12/03/2008,9.814,3.392,1.239,1.034,2.471,1.678,4.404,4.756,0.654
13/03/2008,10.259,3.445,1.322,1.081,2.513,1.898,4.505,5.129,0.625
14/03/2008,11.086,3.611,1.425,1.167,2.71,2.173,5.025,5.344,0.717
17/03/2008,12.41,3.81,1.637,1.267,2.809,2.887,5.17,6.429,0.811
18/03/2008,10.834,3.601,1.4,1.124,2.475,2.234,4.362,5.77,0.702
19/03/2008,11.206,3.63,1.44,1.121,2.752,2.263,4.836,5.627,0.743
20/03/2008,11.142,3.623,1.382,1.032,3.041,2.064,4.779,5.621,0.742
24/03/2008,10.297,3.442,1.285,0.948,2.772,1.85,4.376,5.285,0.636
25/03/2008,10.141,3.389,1.146,1.042,2.906,1.658,4.422,5.056,0.663
26/03/2008,10.435,3.421,1.179,1.142,3.032,1.661,4.594,5.156,0.685
27/03/2008,10.692,3.387,1.192,1.096,3.431,1.586,4.769,5.258,0.665
28/03/2008,10.659,3.387,1.185,1.093,3.579,1.415,4.806,5.172,0.681
31/03/2008,10.554,3.481,1.045,1.074,3.4,1.554,4.727,5.137,0.69
01/04/2008,9.658,3.339,0.869,0.897,3.386,1.167,4.317,4.726,0.615
02/04/2008,9.552,3.303,0.757,0.92,3.531,1.041,4.374,4.574,0.604
03/04/2008,9.415,3.233,0.731,0.918,3.476,1.057,4.341,4.477,0.597
04/04/2008,9.227,3.216,0.726,0.974,3.397,0.914,4.234,4.369,0.624
07/04/2008,8.821,3.017,0.668,0.921,3.348,0.867,4.099,4.176,0.546
08/04/2008,8.784,3.004,0.728,0.902,3.375,0.775,4.059,4.185,0.54
09/04/2008,9.133,3.091,0.781,0.991,3.463,0.807,4.235,4.309,0.589
10/04/2008,9.14,3.078,0.792,0.948,3.492,0.83,4.222,4.368,0.55
11/04/2008,9.229,3.116,0.822,1.002,3.428,0.861,4.353,4.288,0.588
14/04/2008,9.433,3.126,0.902,0.995,3.415,0.995,4.383,4.473,0.577
15/04/2008,9.354,3.031,0.863,0.94,3.56,0.96,4.389,4.423,0.542
16/04/2008,9.043,2.924,0.73,0.972,3.603,0.814,4.34,4.238,0.465
17/04/2008,8.989,2.834,0.703,0.918,3.736,0.798,4.411,4.143,0.435
18/04/2008,8.497,2.701,0.585,0.824,3.762,0.625,4.228,3.88,0.389
21/04/2008,8.498,2.675,0.576,0.86,3.832,0.555,4.245,3.862,0.391
22/04/2008,8.414,2.609,0.623,0.89,3.685,0.607,4.218,3.81,0.386
23/04/2008,8.264,2.597,0.591,0.813,3.764,0.499,4.158,3.731,0.375
24/04/2008,7.84,2.488,0.574,0.677,3.637,0.464,3.977,3.547,0.316
25/04/2008,7.551,2.471,0.48,0.661,3.597,0.342,3.862,3.384,0.305
28/04/2008,7.492,2.443,0.462,0.682,3.563,0.342,3.824,3.361,0.307
29/04/2008,7.54,2.439,0.491,0.637,3.582,0.391,3.757,3.466,0.317
30/04/2008,7.538,2.407,0.479,0.674,3.624,0.354,3.78,3.442,0.316
01/05/2008,7.064,2.384,0.437,0.564,3.479,0.2,3.429,3.326,0.309
02/05/2008,6.436,2.243,0.346,0.497,3.325,0.025,3.151,3.03,0.255
05/05/2008,6.482,2.256,0.355,0.543,3.278,0.05,3.149,3.06,0.273
06/05/2008,6.516,2.239,0.334,0.547,3.321,0.075,3.162,3.093,0.261
07/05/2008,6.469,2.197,0.355,0.517,3.223,0.177,3.199,3.01,0.26
08/05/2008,6.651,2.28,0.371,0.576,3.181,0.243,3.184,3.169,0.298
09/05/2008,6.863,2.309,0.456,0.637,3.154,0.307,3.199,3.361,0.303
12/05/2008,6.689,2.29,0.402,0.602,3.105,0.29,3.092,3.298,0.299
13/05/2008,6.464,2.149,0.369,0.504,3.155,0.287,3.091,3.147,0.226
14/05/2008,6.361,2.123,0.32,0.475,3.222,0.221,3.103,3.017,0.241
15/05/2008,6.208,2.142,0.27,0.502,3.163,0.131,3,2.935,0.273
16/05/2008,6.151,2.081,0.247,0.574,3.115,0.134,2.933,2.975,0.243
19/05/2008,5.966,2.046,0.21,0.543,3.063,0.104,2.863,2.874,0.229
20/05/2008,6.241,2.104,0.297,0.64,3.013,0.187,2.942,3.033,0.266
21/05/2008,6.405,2.039,0.382,0.703,2.955,0.326,2.996,3.137,0.272
22/05/2008,6.292,1.996,0.36,0.634,2.959,0.343,2.976,3.084,0.232
23/05/2008,6.606,2.079,0.43,0.676,3.013,0.408,3.14,3.185,0.281
27/05/2008,6.602,2.078,0.439,0.571,3.021,0.493,3.113,3.222,0.267
28/05/2008,6.531,2.028,0.424,0.516,3.046,0.517,3.086,3.208,0.237
29/05/2008,6.208,1.98,0.343,0.405,3.028,0.452,3.017,2.976,0.215
30/05/2008,6.211,2.01,0.298,0.438,3.086,0.379,3.029,2.946,0.236
02/06/2008,6.662,2.134,0.356,0.483,3.156,0.533,3.199,3.192,0.271
03/06/2008,6.749,2.165,0.349,0.431,3.214,0.59,3.27,3.184,0.295
04/06/2008,6.873,2.161,0.352,0.407,3.337,0.616,3.339,3.257,0.277
05/06/2008,6.766,2.091,0.305,0.395,3.373,0.602,3.293,3.207,0.266
06/06/2008,7.821,2.185,0.413,0.535,3.498,1.19,3.748,3.733,0.34
09/06/2008,8.018,2.206,0.444,0.435,3.546,1.387,3.788,3.886,0.344
10/06/2008,7.872,2.171,0.494,0.293,3.466,1.448,3.721,3.833,0.318
11/06/2008,7.897,2.187,0.551,0.359,3.442,1.358,3.79,3.75,0.357
12/06/2008,7.727,2.093,0.557,0.251,3.407,1.419,3.65,3.769,0.308
13/06/2008,7.599,2.084,0.49,0.214,3.501,1.31,3.62,3.668,0.311
16/06/2008,7.408,2.076,0.438,0.243,3.479,1.172,3.563,3.535,0.31
17/06/2008,7.271,2.076,0.437,0.267,3.425,1.066,3.54,3.414,0.317
18/06/2008,7.382,2.147,0.48,0.303,3.4,1.052,3.6,3.413,0.369
19/06/2008,7.16,2.095,0.52,0.259,3.247,1.039,3.438,3.374,0.348
20/06/2008,7.554,2.227,0.635,0.322,3.273,1.097,3.641,3.52,0.393
23/06/2008,7.545,2.28,0.644,0.247,3.268,1.106,3.611,3.549,0.385
24/06/2008,7.685,2.386,0.666,0.276,3.344,1.013,3.701,3.546,0.438
25/06/2008,7.582,2.407,0.613,0.294,3.414,0.854,3.642,3.5,0.44
26/06/2008,8.222,2.596,0.754,0.405,3.492,0.975,4.03,3.669,0.523
27/06/2008,8.429,2.652,0.808,0.455,3.496,1.018,4.045,3.842,0.542
30/06/2008,8.319,2.663,0.763,0.417,3.42,1.056,3.99,3.773,0.556
01/07/2008,8.463,2.753,0.801,0.433,3.421,1.055,3.991,3.886,0.586
02/07/2008,8.786,2.774,0.89,0.47,3.467,1.185,4.215,3.96,0.611
03/07/2008,8.588,2.868,0.872,0.379,3.465,1.004,4.101,3.869,0.618
07/07/2008,8.467,2.916,0.862,0.366,3.443,0.88,4.134,3.698,0.635
08/07/2008,8.388,2.985,0.894,0.319,3.363,0.827,3.891,3.859,0.638
